id|text|experiencer|emotion|cause|selected
7669D|I felt ... when I watched some of the sad cases of children in need.|WRITER|sadness|I watched some of the sad cases of children in need|True
8301A|I felt ... when I got my rescue cat.|WRITER|joy|I got my rescue cat|True
8301B|I felt ... when I got my rescue cat.|WRITER|joy|I got my rescue cat|True
8301C|I felt ... when I got my rescue cat.|WRITER|joy|I got my rescue cat.|True
8301D|I felt ... when I got my rescue cat.|WRITER|joy|I got my rescue cat|True
7936A|I felt ... when I got drunk and squeezed a strangers bum, not ... of it at the time - but definitely the next day when I sobered up.|a stranger|surprise|I got drunk and squeezed a strangers bum|True
7936C|I felt ... when I got drunk and squeezed a strangers bum, not ... of it at the time - but definitely the next day when I sobered up.|a stranger|anger|I got drunk and squeezed a strangers bum,|True
7936D|I felt ... when I got drunk and squeezed a strangers bum, not ... of it at the time - but definitely the next day when I sobered up.|a stranger|disgust|I got drunk and squeezed a strangers bum|True
7493D|I felt ... when someone commented that I was looking very untidy.|WRITER|anger|someone commented that I was looking very untidy|True
8291A|I feel ... because I read this blog post but I’m not in the situation to be able to help the person. They were going through a really hard time.|WRITER|sadness|They were going through a really hard time|True
8291A|I feel ... because I read this blog post but I’m not in the situation to be able to help the person. They were going through a really hard time.|the person|sadness|They were going through a really hard time|True
8291B|I feel ... because I read this blog post but I’m not in the situation to be able to help the person. They were going through a really hard time.|WRITER|sadness|I read this blog post but I’m not in the situation to be able to help the person|True
8291C|I feel ... because I read this blog post but I’m not in the situation to be able to help the person. They were going through a really hard time.|WRITER|sadness|I read this blog post|True
8291D|I feel ... because I read this blog post but I’m not in the situation to be able to help the person. They were going through a really hard time.|WRITER|sadness|I read this blog post but I’m not in the situation to be able to help the person|True
8291D|I feel ... because I read this blog post but I’m not in the situation to be able to help the person. They were going through a really hard time.|the person|sadness|They were going through a really hard time|True
8428C|I felt ... when I farted in front of a boy I liked in drama class and I felt so humiliated. No one said anything but it smelt bad and everyone knew it was me.|a boy I liked|disgust|I farted in front of a boy I liked|True
8428C|I felt ... when I farted in front of a boy I liked in drama class and I felt so humiliated. No one said anything but it smelt bad and everyone knew it was me.|everyone|disgust|I farted in front of a boy I liked|True
7855A|I felt ... when I was trying to contact my ex-wife and couldn't do so when she was very ill.|WRITER|sadness|I was trying to contact my ex-wife and couldn't do so when she was very ill|True
7855A|I felt ... when I was trying to contact my ex-wife and couldn't do so when she was very ill.|my ex-wife|fear|she was very ill|True
7855B|I felt ... when I was trying to contact my ex-wife and couldn't do so when she was very ill.|WRITER|sadness|trying to contact my ex-wife and couldn't do so when she was very ill|True
7855C|I felt ... when I was trying to contact my ex-wife and couldn't do so when she was very ill.|WRITER|sadness|I was trying to contact my ex-wife|True
7855C|I felt ... when I was trying to contact my ex-wife and couldn't do so when she was very ill.|my ex-wife|anger|I was trying to contact my ex-wife|True
7855D|I felt ... when I was trying to contact my ex-wife and couldn't do so when she was very ill.|WRITER|sadness|I was trying to contact my ex-wife and couldn't do so when she was very ill|True
7855D|I felt ... when I was trying to contact my ex-wife and couldn't do so when she was very ill.|my ex-wife|sadness|she was very ill|True
7557A|I felt ... when I saw a teenager kicking over some flowers in a park.|WRITER|sadness|a teenager kicking over some flowers in a park|True
